nearest_station_id,year,T_oa_celsius,RH_oa_pct,P_oa_pa
GHCND:USW00012916,2024,26.999999999999996,60.0,101325.0
GHCND:USW00012917,2021,26.055555555555557,60.0,101325.0
GHCND:USW00012917,2022,26.722222222222218,60.0,101325.0
GHCND:USW00012917,2023,28.166666666666668,60.0,101325.0
GHCND:USW00012917,2024,27.61111111111111,60.0,101325.0
GHCND:USW00012918,2021,27.5,60.0,101325.0
GHCND:USW00012918,2022,27.5,60.0,101325.0
GHCND:USW00012918,2023,28.388888888888886,60.0,101325.0
GHCND:USW00012918,2024,28.22222222222222,60.0,101325.0
GHCND:USW00012924,2021,28.111111111111107,60.0,101325.0
GHCND:USW00012924,2022,28.111111111111107,60.0,101325.0
GHCND:USW00012924,2023,29.61111111111111,60.0,101325.0
GHCND:USW00012924,2024,29.72222222222222,60.0,101325.0
GHCND:USW00012935,2021,26.333333333333336,60.0,101325.0
GHCND:USW00012935,2022,26.722222222222218,60.0,101325.0
GHCND:USW00012935,2023,27.22222222222222,60.0,101325.0
GHCND:USW00012935,2024,27.277777777777775,60.0,101325.0
GHCND:USW00012959,2021,30.38888888888889,60.0,101325.0
GHCND:USW00012959,2022,30.166666666666668,60.0,101325.0
GHCND:USW00012959,2023,31.166666666666668,60.0,101325.0
GHCND:USW00012959,2024,31.77777777777778,60.0,101325.0
GHCND:USW00012960,2021,27.16666666666667,60.0,101325.0
GHCND:USW00012960,2022,27.38888888888889,60.0,101325.0
GHCND:USW00012960,2023,28.055555555555557,60.0,101325.0
GHCND:USW00012960,2024,28.277777777777782,60.0,101325.0
GHCND:USW00012970,2021,28.444444444444443,60.0,101325.0
GHCND:USW00012970,2022,29.72222222222222,60.0,101325.0
GHCND:USW00012970,2023,29.38888888888889,60.0,101325.0
GHCND:USW00012970,2024,29.555555555555557,60.0,101325.0
GHCND:USW00012971,2021,27.5,60.0,101325.0
GHCND:USW00012971,2022,28.61111111111111,60.0,101325.0
GHCND:USW00012971,2023,29.055555555555557,60.0,101325.0
GHCND:USW00012971,2024,29.333333333333332,60.0,101325.0
GHCND:USW00013722,2021,22.61111111111111,60.0,101325.0
GHCND:USW00013722,2022,23.22222222222222,60.0,101325.0
GHCND:USW00013722,2023,23.72222222222222,60.0,101325.0
GHCND:USW00013722,2024,23.944444444444443,60.0,101325.0
GHCND:USW00013723,2021,21.27777777777778,60.0,101325.0
GHCND:USW00013723,2022,21.11111111111111,60.0,101325.0
GHCND:USW00013723,2023,21.5,60.0,101325.0
GHCND:USW00013723,2024,21.722222222222218,60.0,101325.0
GHCND:USW00013728,2021,22.055555555555557,60.0,101325.0
GHCND:USW00013728,2022,21.27777777777778,60.0,101325.0
GHCND:USW00013728,2023,21.722222222222218,60.0,101325.0
GHCND:USW00013728,2024,22.055555555555557,60.0,101325.0
GHCND:USW00013729,2021,18.111111111111107,60.0,101325.0
GHCND:USW00013729,2022,17.61111111111111,60.0,101325.0
GHCND:USW00013729,2023,18.5,60.0,101325.0
GHCND:USW00013729,2024,19.166666666666668,60.0,101325.0
GHCND:USW00013733,2021,21.5,60.0,101325.0
GHCND:USW00013733,2022,21.166666666666664,60.0,101325.0
GHCND:USW00013733,2023,21.38888888888889,60.0,101325.0
GHCND:USW00013733,2024,21.333333333333336,60.0,101325.0
GHCND:USW00013734,2021,18.833333333333336,60.0,101325.0
GHCND:USW00013734,2022,18.22222222222222,60.0,101325.0
GHCND:USW00013734,2023,18.72222222222222,60.0,101325.0
GHCND:USW00013734,2024,19.055555555555557,60.0,101325.0
GHCND:USW00013735,2021,19.111111111111114,60.0,101325.0
GHCND:USW00013735,2022,18.88888888888889,60.0,101325.0
GHCND:USW00013735,2023,19.555555555555557,60.0,101325.0
GHCND:USW00013735,2024,19.61111111111111,60.0,101325.0
GHCND:USW00013736,2021,18.388888888888886,60.0,101325.0
GHCND:USW00013736,2022,18.000000000000004,60.0,101325.0
GHCND:USW00013736,2023,19.0,60.0,101325.0
GHCND:USW00013736,2024,19.833333333333332,60.0,101325.0
GHCND:USW00013737,2021,21.444444444444443,60.0,101325.0
GHCND:USW00013737,2022,20.944444444444443,60.0,101325.0
GHCND:USW00013737,2023,21.555555555555557,60.0,101325.0
GHCND:USW00013737,2024,21.77777777777778,60.0,101325.0
GHCND:USW00013739,2021,19.166666666666668,60.0,101325.0
GHCND:USW00013739,2022,19.444444444444443,60.0,101325.0
GHCND:USW00013739,2023,19.555555555555557,60.0,101325.0
GHCND:USW00013739,2024,19.72222222222222,60.0,101325.0
GHCND:USW00013740,2021,21.611111111111114,60.0,101325.0
GHCND:USW00013740,2022,21.666666666666668,60.0,101325.0
GHCND:USW00013740,2023,22.38888888888889,60.0,101325.0
GHCND:USW00013740,2024,22.38888888888889,60.0,101325.0
GHCND:USW00013743,2021,20.555555555555557,60.0,101325.0
GHCND:USW00013743,2022,20.166666666666668,60.0,101325.0
GHCND:USW00013743,2023,21.166666666666664,60.0,101325.0
GHCND:USW00013743,2024,21.22222222222222,60.0,101325.0
GHCND:USW00013744,2021,24.66666666666667,60.0,101325.0
GHCND:USW00013744,2022,24.72222222222222,60.0,101325.0
GHCND:USW00013744,2023,24.66666666666667,60.0,101325.0
GHCND:USW00013744,2024,25.33333333333333,60.0,101325.0
GHCND:USW00013748,2021,24.388888888888893,60.0,101325.0
GHCND:USW00013748,2022,24.444444444444443,60.0,101325.0
